1,"0.000172","1","10.5",""
2,"0.001236","1","46.38",""
3,"0.002108","1","140.87",""
4,"0.003759","1","263.27",""
5,"0.006191","1","374.59",""
6,"0.008167","1","474.58",""
7,"0.010477","1","529.25",""
8,"0.012027","1","548.46",""
9,"0.021521","1","622.81",""
10,"0.025584","1","637.09",""
11,"0.030417","1","653.83",""
12,"0.040722","1","677.2",""
13,"0.050864","1","702.8",""
14,"0.061169","1","725.43",""
15,"0.070997","1","763.1",""
16,"0.078171","1","795.34",""
17,"0.081291","1","804.2",""
18,"0.091576","1","866.49",""
19,"0.10187","1","911.3",""
20,"0.129835","1","942.76",""
21,"0.152339","1","947.89",""
22,"0.177082","1","959.58",""
23,"0.202393","1","965",""
24,"0.230186","1","970.42",""
25,"0.251778","1","975.46",""
26,"0.277088","1","977.75",""
27,"0.302145","1","980.83",""
28,"0.328205","1","985.07",""
29,"0.354762","1","985.41",""
30,"0.378583","1","988.88",""
31,"0.405961","1","989.56",""
32,"0.429984","1","993.85",""
33,"0.455589","1","996.9",""
34,"0.483169","1","1001.19",""
35,"0.505622","1","999.9",""
36,"0.533192","1","1002.95",""
37,"0.557226","1","1001.04",""
38,"0.58204","1","1005.33",""
39,"0.604888","1","1005.28",""
40,"0.632073","1","1011.43",""
41,"0.656887","1","1011.38",""
42,"0.684467","1","1013.18",""
43,"0.70692","1","1014.38",""
44,"0.734886","1","1015.56",""
45,"0.760095","1","1014.27",""
46,"0.783338","1","1017.32",""
47,"0.811314","1","1018.5",""
48,"0.834547","1","1020.32",""
49,"0.860506","1","1022.76",""
50,"0.887397","1","1022.71",""
51,"0.909901","1","1025.61",""
52,"0.934917","1","1030.49",""
53,"0.963055","1","1025.5",""
54,"0.987443","1","1030.38",""
55,"1.00495","1","1035.27",""
